script_name,test_id,test_type,tquery,fixed_query,duration,final_score
employees_jc3,0    ,jt   ,"""select e.emp_no as emp_no ,de.emp_no as dept_emp_emp_no,s.emp_no as s_emp_no, s.from_date as s_from_date, d.dept_no, t.emp_no as t_emp_no, t.title, t.from_date as t_from_date from employees e join salaries s on e.emp_no = s.emp_no left join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no = 231013""","""SELECT e.emp_no AS emp_no, de.emp_no AS dept_emp_emp_no, s.emp_no AS s_emp_no, s.from_date AS s_from_date, d.dept_no AS dept_no, t.emp_no AS t_emp_no, t.title AS title, t.from_date AS t_from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no LEFT JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE e.emp_no = 231013""",1,0
employees_jc3,1    ,jc   ,"""select e.emp_no as emp_no ,de.emp_no as dept_emp_emp_no,s.emp_no as s_emp_no, s.from_date as s_from_date, d.dept_no, t.emp_no as t_emp_no, t.title, t.from_date as t_from_date from employees e join salaries s on e.emp_no = s.emp_no left join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no = 231013""","""select e.emp_no as emp_no ,de.emp_no as dept_emp_emp_no,s.emp_no as s_emp_no, s.from_date as s_from_date, d.dept_no, t.emp_no as t_emp_no, t.title, t.from_date as t_from_date from employees e JOIN salaries s on e.emp_no = s.emp_no LEFT JOIN titles t on s.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de on de.emp_no = e.emp_no JOIN departments d on de.dept_no = d.dept_no where e.emp_no = 231013""",2,0
employees_jc3,2    ,jc   ,"""select e.emp_no as emp_no ,de.emp_no as dept_emp_emp_no,s.emp_no as s_emp_no, s.from_date as s_from_date, d.dept_no, t.emp_no as t_emp_no, t.title, t.from_date as t_from_date from employees e join salaries s on e.emp_no = s.emp_no left join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no = 231013""","""select e.emp_no as emp_no ,de.emp_no as dept_emp_emp_no,s.emp_no as s_emp_no, s.from_date as s_from_date, d.dept_no, t.emp_no as t_emp_no, t.title, t.from_date as t_from_date from employees e JOIN salaries s on e.emp_no = s.emp_no JOIN titles t on t.from_date = s.from_date AND e.emp_no = t.emp_no JOIN dept_emp de on de.emp_no = e.emp_no JOIN departments d on de.dept_no = d.dept_no where e.emp_no = 231013""",2,0
employees_jc3,2    ,jt   ,"""select e.emp_no as emp_no ,de.emp_no as dept_emp_emp_no,s.emp_no as s_emp_no, s.from_date as s_from_date, d.dept_no, t.emp_no as t_emp_no, t.title, t.from_date as t_from_date from employees e join salaries s on e.emp_no = s.emp_no left join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no = 231013""","""SELECT e.emp_no AS emp_no, de.emp_no AS dept_emp_emp_no, s.emp_no AS s_emp_no, s.from_date AS s_from_date, d.dept_no AS dept_no, t.emp_no AS t_emp_no, t.title AS title, t.from_date AS t_from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no LEFT JOIN titles t ON t.from_date = s.from_date AND e.emp_no = t.emp_no JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE e.emp_no = 231013""",2,0
employees_jc2,0    ,jt   ,"""select e.emp_no as emp_no ,de.emp_no as dept_emp_emp_no,s.emp_no as s_emp_no, s.from_date as s_from_date, d.dept_no, t.emp_no as t_emp_no, t.title, t.from_date as t_from_date from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no = 231013""","""SELECT e.emp_no AS emp_no, de.emp_no AS dept_emp_emp_no, s.emp_no AS s_emp_no, s.from_date AS s_from_date, d.dept_no AS dept_no, t.emp_no AS t_emp_no, t.title AS title, t.from_date AS t_from_date FROM employees e JOIN salaries s ON e.emp_no = s.emp_no RIGHT JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE e.emp_no = 231013""",0,0
employees_jc2,1    ,jc   ,"""select e.emp_no as emp_no ,de.emp_no as dept_emp_emp_no,s.emp_no as s_emp_no, s.from_date as s_from_date, d.dept_no, t.emp_no as t_emp_no, t.title, t.from_date as t_from_date from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no = 231013""","""select e.emp_no as emp_no ,de.emp_no as dept_emp_emp_no,s.emp_no as s_emp_no, s.from_date as s_from_date, d.dept_no, t.emp_no as t_emp_no, t.title, t.from_date as t_from_date from employees e JOIN salaries s on e.emp_no = s.emp_no JOIN titles t on t.from_date = s.from_date AND e.emp_no = t.emp_no JOIN dept_emp de on de.emp_no = e.emp_no AND s.from_date = de.from_date AND t.to_date = de.to_date JOIN departments d on de.dept_no = d.dept_no where e.emp_no = 231013""",2,0
employees_jc2,2    ,jc   ,"""select e.emp_no as emp_no ,de.emp_no as dept_emp_emp_no,s.emp_no as s_emp_no, s.from_date as s_from_date, d.dept_no, t.emp_no as t_emp_no, t.title, t.from_date as t_from_date from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where e.emp_no = 231013""","""select e.emp_no as emp_no ,de.emp_no as dept_emp_emp_no,s.emp_no as s_emp_no, s.from_date as s_from_date, d.dept_no, t.emp_no as t_emp_no, t.title, t.from_date as t_from_date from employees e JOIN salaries s on e.emp_no = s.emp_no FULL JOIN titles t on t.from_date = s.from_date AND e.emp_no = t.emp_no JOIN dept_emp de on de.emp_no = e.emp_no AND s.from_date = de.from_date AND t.to_date = de.to_date JOIN departments d on de.dept_no = d.dept_no where e.emp_no = 231013""",1,0
employees_jm1,0    ,jc   ,"""select e.emp_no,s.from_date, de.emp_no as dept_emp_emp_no, de.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date and t.to_date = s.to_date join dept_emp de on de.emp_no = e.emp_no where e.emp_no < 231013""","""select e.emp_no,s.from_date, de.emp_no as dept_emp_emp_no, de.dept_no from employees e JOIN salaries s on e.emp_no = s.emp_no JOIN titles t on e.emp_no = t.emp_no AND t.to_date = s.to_date AND s.from_date = t.from_date JOIN dept_emp de on de.emp_no = e.emp_no where e.emp_no < 231013""",4,0
employees_jm1,1    ,jc   ,"""select e.emp_no,s.from_date, de.emp_no as dept_emp_emp_no, de.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date and t.to_date = s.to_date join dept_emp de on de.emp_no = e.emp_no where e.emp_no < 231013""","""select e.emp_no,s.from_date, de.emp_no as dept_emp_emp_no, de.dept_no from employees e JOIN salaries s on e.emp_no = s.emp_no JOIN titles t on e.emp_no = t.emp_no AND t.from_date = s.from_date AND s.to_date = t.to_date JOIN dept_emp de on de.emp_no = e.emp_no where e.emp_no < 231013""",9,0
employees_jm1,2    ,jc   ,"""select e.emp_no,s.from_date, de.emp_no as dept_emp_emp_no, de.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date and t.to_date = s.to_date join dept_emp de on de.emp_no = e.emp_no where e.emp_no < 231013""","""select e.emp_no,s.from_date, de.emp_no as dept_emp_emp_no, de.dept_no from employees e JOIN salaries s on e.emp_no = s.emp_no JOIN titles t on e.emp_no = t.emp_no AND t.from_date = s.from_date AND t.to_date = s.to_date JOIN dept_emp de on de.emp_no = e.emp_no where e.emp_no < 231013""",3,0
