script_name,test_id,test_type,tquery,fixed_query,duration,final_score
adventureworks_c01,0    ,w    ,"""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.activeflag='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode = 'CS') or (p.reorderpoint>500 and p.productid > 350 and pv.averageleadtime > 15 and pv.minorderqty =1);""","""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.activeflag='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode = 'CS') or (p.reorderpoint>500 and p.productid > 450 and pv.averageleadtime > 15 and pv.minorderqty =1);""",0,0
adventureworks_c01,1    ,w    ,"""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.activeflag='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode = 'CS') or (p.reorderpoint>500 and p.productid > 350 and pv.averageleadtime > 15 and pv.minorderqty =1);""","""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.activeflag='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode = 'CS') or (p.reorderpoint>500 and p.productid > 350 and pv.averageleadtime = 15 and pv.minorderqty =1);""",0,0
adventureworks_c01,2    ,w    ,"""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.activeflag='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode = 'CS') or (p.reorderpoint>500 and p.productid > 350 and pv.averageleadtime > 15 and pv.minorderqty =1);""","""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.activeflag='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode = 'CS') or (p.reorderpoint>500 and p.productid > 350 and pv.averageleadtime > 15 and pv.onorderqty =1);""",0,0
adventureworks_c01,3    ,w    ,"""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.activeflag='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode = 'CS') or (p.reorderpoint>500 and p.productid > 350 and pv.averageleadtime > 15 and pv.minorderqty =1);""","""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.activeflag='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode = 'CS') or (p.reorderpoint>500 and p.productid > 350 and pv.averageleadtime > 15);""",0,0
adventureworks_c01,4    ,w    ,"""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.activeflag='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode = 'CS') or (p.reorderpoint>500 and p.productid > 350 and pv.averageleadtime > 15 and pv.minorderqty =1);""","""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.preferredvendorstatus='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode != 'CS') or (p.reorderpoint>500 and p.productid > 350 and pv.averageleadtime > 15);""",0,0
adventureworks_c01,5    ,w    ,"""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.activeflag='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode = 'CS') or (p.reorderpoint>500 and p.productid > 350 and pv.averageleadtime > 15 and pv.minorderqty =1);""","""select p.productid,pv.businessentityid from product p join productvendor pv on p.productid = pv.productid join vendor v on pv.businessentityid = v.BusinessEntityID where (v.activeflag='t' and v.creditrating=1 and pv.averageleadtime >10 and pv.unitmeasurecode = 'CS') or (p.reorderpoint>500 and p.productid > 350 and pv.averageleadtime > 15 and pv.minorderqty =1 and pv.onorderqty >0);""",0,0
adventureworks_c02,0    ,w    ,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.makeflag = 'f' and p.finishedgoodsflag ='f' and p.safetystocklevel > 100 and p.listprice=0 and poh.shipmethodid>1 and poh.orderdate>'2011-01-01 00:00:00' and poh.shipdate > '2011-01-01 00:00:00' and poh.subtotal> 100 and pod.orderqty>1 and pod.unitprice>20;""","""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.makeflag = 'f' and p.finishedgoodsflag ='f' and p.safetystocklevel > 100 and p.listprice=0 and poh.shipmethodid>1 and poh.orderdate>'2011-01-01 00:00:00' and poh.shipdate > '2011-01-01 00:00:00' and poh.subtotal> 150 and pod.orderqty>1 and pod.unitprice>20;""",4,0
adventureworks_c02,1    ,w    ,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.makeflag = 'f' and p.finishedgoodsflag ='f' and p.safetystocklevel > 100 and p.listprice=0 and poh.shipmethodid>1 and poh.orderdate>'2011-01-01 00:00:00' and poh.shipdate > '2011-01-01 00:00:00' and poh.subtotal> 100 and pod.orderqty>1 and pod.unitprice>20;""","""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.makeflag = 'f' and p.finishedgoodsflag ='f' and p.safetystocklevel < 100 and p.listprice=0 and poh.shipmethodid>1 and poh.orderdate>'2011-01-01 00:00:00' and poh.shipdate > '2011-01-01 00:00:00' and poh.subtotal> 100 and pod.orderqty>1 and pod.unitprice>20;""",0,0
adventureworks_c02,2    ,w    ,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.makeflag = 'f' and p.finishedgoodsflag ='f' and p.safetystocklevel > 100 and p.listprice=0 and poh.shipmethodid>1 and poh.orderdate>'2011-01-01 00:00:00' and poh.shipdate > '2011-01-01 00:00:00' and poh.subtotal> 100 and pod.orderqty>1 and pod.unitprice>20;""","""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.makeflag = 'f' and p.finishedgoodsflag ='f' and p.safetystocklevel > 100 and p.listprice=0 and poh.status>1 and poh.orderdate>'2011-01-01 00:00:00' and poh.shipdate > '2011-01-01 00:00:00' and poh.subtotal> 100 and pod.orderqty>1 and pod.unitprice>20;""",3,0
adventureworks_c02,3    ,w    ,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.makeflag = 'f' and p.finishedgoodsflag ='f' and p.safetystocklevel > 100 and p.listprice=0 and poh.shipmethodid>1 and poh.orderdate>'2011-01-01 00:00:00' and poh.shipdate > '2011-01-01 00:00:00' and poh.subtotal> 100 and pod.orderqty>1 and pod.unitprice>20;""","""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.makeflag = 'f' and p.finishedgoodsflag ='f' and p.safetystocklevel > 100 and p.listprice=0 and poh.shipmethodid>1 and poh.orderdate>'2011-01-01 00:00:00' and poh.shipdate > '2011-01-01 00:00:00' and poh.subtotal> 100 and pod.orderqty>1;""",1,0
